product_id,product_name,description,price,discount_percentage,category,brand,stock_quantity,color,size,weight,dimensions,release_date,rating,reviews_count,seller_name,seller_rating,seller_reviews_count,shipping_method,shipping_cost
885,nunc viverra dapibus nulla suscipit ligula in lacus curabitur at ipsum ac tellus,"Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat. In congue. Etiam justo.",370.4,8.47,home decor,eleifend luctus ultricies eu nibh quisque id justo sit amet sapien dignissim vestibulum vestibulum ante ipsum,603,Orange,extra large,4.1,enim lorem ipsum dolor sit amet consectetuer adipiscing elit proin interdum mauris non ligula pellentesque ultrices phasellus id sapien,2016-11-08,1.8,922,lacus morbi quis tortor id nulla ultrices aliquet maecenas leo,4.5,264,standard,3.45
886,eros elementum pellentesque quisque porta volutpat erat quisque erat eros viverra eget congue eget,"Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros. Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat. In congue. Etiam justo.",747.53,9.39,home decor,fusce lacus purus aliquet at feugiat non pretium quis lectus suspendisse potenti in eleifend quam a odio in hac,632,Indigo,large,9.8,fusce consequat nulla nisl nunc nisl duis bibendum felis sed interdum venenatis,2019-01-07,3.0,37,elementum eu interdum eu tincidunt in leo maecenas pulvinar lobortis est phasellus sit amet erat nulla tempus vivamus,1.5,900,express,41.76
887,ante vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia,Etiam justo. Etiam pretium iaculis justo. In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus. Nulla ut erat id mauris vulputate elementum.,926.76,47.79,home decor,pretium quis lectus suspendisse potenti in eleifend quam a odio in,543,Turquoise,extra large,4.4,ipsum dolor sit amet consectetuer adipiscing elit proin interdum mauris non ligula pellentesque ultrices phasellus id sapien,2021-02-28,1.8,891,luctus cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus vivamus vestibulum sagittis,2.4,90,express,8.64
888,venenatis lacinia aenean sit amet justo morbi ut odio cras mi pede malesuada in imperdiet,"Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh. Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros. Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue.",977.73,19.03,beauty,lorem ipsum dolor sit amet consectetuer adipiscing elit proin interdum mauris non ligula pellentesque,386,Fuscia,large,9.8,dis parturient montes nascetur ridiculus mus vivamus vestibulum sagittis sapien cum sociis,2010-12-03,3.7,760,aliquet at feugiat non pretium quis lectus suspendisse potenti in eleifend quam a odio in hac habitasse platea dictumst maecenas,1.1,115,standard,2.43
889,turpis enim blandit mi in porttitor pede justo eu massa donec,In congue. Etiam justo. Etiam pretium iaculis justo. In hac habitasse platea dictumst.,567.88,7.61,clothing,urna pretium nisl ut volutpat sapien arcu sed augue aliquam erat volutpat in,131,Green,large,7.2,eget vulputate ut ultrices vel augue vestibulum ante ipsum primis in,2018-01-15,1.7,559,condimentum neque sapien placerat ante nulla justo aliquam quis turpis eget elit sodales scelerisque mauris sit amet eros suspendisse accumsan,2.7,260,free,11.46
890,non interdum in ante vestibulum ante ipsum primis in faucibus orci luctus et ultrices,"Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem. Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat.",952.02,35.86,home decor,justo sollicitudin ut suscipit a feugiat et eros vestibulum ac est lacinia nisi venenatis tristique fusce congue diam id ornare,929,Indigo,small,7.7,in lacus curabitur at ipsum ac tellus semper interdum mauris ullamcorper purus sit amet nulla quisque,2010-03-27,2.9,647,est congue elementum in hac habitasse platea dictumst morbi vestibulum velit id pretium iaculis diam,1.4,948,free,18.85
891,nam congue risus semper porta volutpat quam pede lobortis ligula sit amet eleifend pede libero quis orci nullam molestie,"Phasellus in felis. Donec semper sapien a libero. Nam dui. Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius.",829.99,2.48,electronics,quisque erat eros viverra eget congue eget semper rutrum nulla nunc,427,Orange,medium,6.5,viverra dapibus nulla suscipit ligula in lacus curabitur at ipsum ac tellus,2016-10-11,2.8,145,ullamcorper augue a suscipit nulla elit ac nulla sed vel enim,3.7,235,express,26.48
892,quisque porta volutpat erat quisque erat eros viverra eget congue eget semper rutrum nulla nunc,Morbi a ipsum. Integer a nibh. In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.,204.86,47.45,clothing,odio curabitur convallis duis consequat dui nec nisi volutpat eleifend donec ut dolor morbi vel lectus,782,Red,small,5.7,feugiat non pretium quis lectus suspendisse potenti in eleifend quam a odio in hac habitasse platea dictumst maecenas,2014-03-25,2.2,315,morbi quis tortor id nulla ultrices aliquet maecenas leo odio,4.5,747,free,1.29
893,integer non velit donec diam neque vestibulum eget vulputate ut ultrices vel augue vestibulum ante,"Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede. Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem. Fusce consequat. Nulla nisl. Nunc nisl. Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus.",661.05,6.07,beauty,congue vivamus metus arcu adipiscing molestie hendrerit at vulputate vitae nisl aenean lectus pellentesque eget nunc donec quis orci eget,250,Purple,large,0.5,amet nunc viverra dapibus nulla suscipit ligula in lacus curabitur at ipsum ac tellus semper interdum mauris ullamcorper purus,2022-07-04,4.0,311,ante vivamus tortor duis mattis egestas metus aenean fermentum donec ut mauris eget massa tempor convallis nulla neque libero convallis,1.6,523,standard,29.46
894,non pretium quis lectus suspendisse potenti in eleifend quam a odio in hac habitasse platea dictumst maecenas ut massa,Suspendisse potenti.,439.15,40.44,home decor,semper est quam pharetra magna ac consequat metus sapien ut nunc vestibulum ante ipsum,968,Green,extra large,8.6,sem mauris laoreet ut rhoncus aliquet pulvinar sed nisl nunc rhoncus,2020-02-28,1.4,725,nec nisi vulputate nonummy maecenas tincidunt lacus at velit vivamus vel nulla eget eros,4.3,484,free,34.82
895,pellentesque at nulla suspendisse potenti cras in purus eu magna vulputate luctus cum sociis natoque,"Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero. Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh. In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet. Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo.",888.57,9.96,electronics,nullam orci pede venenatis non sodales sed tincidunt eu felis fusce,680,Pink,small,2.2,eleifend quam a odio in hac habitasse platea dictumst maecenas ut,2018-02-21,3.8,131,ac consequat metus sapien ut nunc vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae mauris,4.8,372,express,16.0
896,lacinia aenean sit amet justo morbi ut odio cras mi pede malesuada in imperdiet et,"Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est. Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum. Proin eu mi.",965.72,39.07,toys,pede ullamcorper augue a suscipit nulla elit ac nulla sed vel enim sit amet nunc viverra dapibus,231,Fuscia,medium,3.2,risus dapibus augue vel accumsan tellus nisi eu orci mauris lacinia,2014-04-06,3.8,483,nam nulla integer pede justo lacinia eget tincidunt eget tempus vel pede,2.8,499,free,31.31
897,sagittis nam congue risus semper porta volutpat quam pede lobortis ligula sit amet eleifend pede libero,"Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum. In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.",347.35,14.32,clothing,adipiscing elit proin risus praesent lectus vestibulum quam sapien varius ut blandit non interdum in ante vestibulum ante ipsum,974,Turquoise,extra large,9.6,ac tellus semper interdum mauris ullamcorper purus sit amet nulla quisque arcu libero rutrum ac lobortis vel dapibus,2017-01-19,1.0,13,aenean sit amet justo morbi ut odio cras mi pede malesuada in imperdiet et commodo vulputate,3.9,63,standard,20.38
898,dolor sit amet consectetuer adipiscing elit proin interdum mauris non ligula pellentesque ultrices phasellus id sapien in,"Aliquam non mauris. Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis. Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem. Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci.",950.24,29.54,home decor,sit amet nunc viverra dapibus nulla suscipit ligula in lacus curabitur at ipsum,681,Purple,extra large,0.9,magna ac consequat metus sapien ut nunc vestibulum ante ipsum primis in faucibus orci,2018-10-25,4.9,978,porta volutpat erat quisque erat eros viverra eget congue eget semper rutrum nulla nunc purus phasellus in felis donec semper,3.7,654,express,32.97
899,congue elementum in hac habitasse platea dictumst morbi vestibulum velit id pretium iaculis diam erat fermentum justo,"Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus. Phasellus in felis. Donec semper sapien a libero. Nam dui. Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis.",58.77,46.75,clothing,tincidunt eget tempus vel pede morbi porttitor lorem id ligula suspendisse,611,Indigo,large,3.7,cras mi pede malesuada in imperdiet et commodo vulputate justo in blandit ultrices enim lorem ipsum dolor sit,2014-11-04,4.5,153,mi pede malesuada in imperdiet et commodo vulputate justo in blandit ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing,4.6,204,standard,21.81
900,velit eu est congue elementum in hac habitasse platea dictumst,Aenean auctor gravida sem. Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.,343.17,41.46,home decor,ultrices erat tortor sollicitudin mi sit amet lobortis sapien sapien non mi integer ac neque duis bibendum morbi non,565,Maroon,medium,6.8,suscipit ligula in lacus curabitur at ipsum ac tellus semper interdum mauris ullamcorper,2020-01-24,1.7,810,eget tempus vel pede morbi porttitor lorem id ligula suspendisse ornare consequat lectus in est,4.4,214,free,7.14
901,justo eu massa donec dapibus duis at velit eu est congue elementum in,Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.,341.11,30.01,beauty,phasellus sit amet erat nulla tempus vivamus in felis eu sapien cursus vestibulum proin,990,Khaki,large,7.2,arcu adipiscing molestie hendrerit at vulputate vitae nisl aenean lectus pellentesque eget nunc donec quis orci eget orci,2010-04-16,2.1,975,libero ut massa volutpat convallis morbi odio odio elementum eu interdum eu tincidunt in leo maecenas pulvinar lobortis est,4.6,304,standard,6.74
902,tortor quis turpis sed ante vivamus tortor duis mattis egestas,Aliquam erat volutpat. In congue. Etiam justo. Etiam pretium iaculis justo. In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus. Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.,774.24,24.81,toys,dictumst etiam faucibus cursus urna ut tellus nulla ut erat id mauris,645,Khaki,large,4.8,consequat morbi a ipsum integer a nibh in quis justo maecenas rhoncus aliquam lacus,2019-02-10,3.5,188,rutrum rutrum neque aenean auctor gravida sem praesent id massa id nisl venenatis lacinia aenean,1.9,969,free,21.34
903,pellentesque quisque porta volutpat erat quisque erat eros viverra eget congue eget semper rutrum nulla nunc purus phasellus in felis,"Morbi non quam nec dui luctus rutrum. Nulla tellus. In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus. Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst. Maecenas ut massa quis augue luctus tincidunt.",828.54,31.46,clothing,elementum eu interdum eu tincidunt in leo maecenas pulvinar lobortis est phasellus sit amet erat nulla,993,Teal,extra large,5.4,neque libero convallis eget eleifend luctus ultricies eu nibh quisque id justo,2022-08-18,3.3,207,nascetur ridiculus mus vivamus vestibulum sagittis sapien cum sociis natoque penatibus et magnis dis,1.5,125,standard,49.71
904,imperdiet sapien urna pretium nisl ut volutpat sapien arcu sed augue aliquam erat volutpat,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque. Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.",325.98,3.41,clothing,integer aliquet massa id lobortis convallis tortor risus dapibus augue vel accumsan tellus nisi eu,128,Goldenrod,medium,8.7,maecenas rhoncus aliquam lacus morbi quis tortor id nulla ultrices aliquet maecenas leo odio,2010-03-27,2.8,960,fusce congue diam id ornare imperdiet sapien urna pretium nisl ut volutpat sapien arcu sed,4.6,606,express,3.05
905,ultrices aliquet maecenas leo odio condimentum id luctus nec molestie sed justo pellentesque viverra pede ac diam cras pellentesque volutpat,Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum. Curabitur in libero ut massa volutpat convallis.,739.65,8.39,electronics,vel lectus in quam fringilla rhoncus mauris enim leo rhoncus sed vestibulum sit amet,573,Red,medium,4.6,natoque penatibus et magnis dis parturient montes nascetur ridiculus mus vivamus vestibulum sagittis sapien cum,2017-11-23,3.5,438,ac nulla sed vel enim sit amet nunc viverra dapibus nulla suscipit ligula in lacus curabitur at,3.7,391,standard,21.01
906,sapien cursus vestibulum proin eu mi nulla ac enim in tempor turpis nec,Nullam sit amet turpis elementum ligula vehicula consequat.,355.77,48.3,electronics,odio in hac habitasse platea dictumst maecenas ut massa quis augue luctus tincidunt nulla mollis molestie lorem quisque,362,Crimson,small,7.3,maecenas rhoncus aliquam lacus morbi quis tortor id nulla ultrices aliquet maecenas leo odio condimentum,2013-01-07,3.2,201,volutpat dui maecenas tristique est et tempus semper est quam pharetra magna ac consequat metus sapien ut nunc vestibulum,2.9,733,standard,27.06
907,vestibulum velit id pretium iaculis diam erat fermentum justo nec condimentum neque sapien placerat ante nulla justo aliquam,"Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est. Phasellus sit amet erat. Nulla tempus.",680.7,30.6,clothing,mauris laoreet ut rhoncus aliquet pulvinar sed nisl nunc rhoncus dui vel sem sed sagittis nam congue,983,Yellow,extra large,2.2,lorem quisque ut erat curabitur gravida nisi at nibh in hac habitasse platea dictumst aliquam augue quam sollicitudin vitae,2013-12-05,3.5,229,cras pellentesque volutpat dui maecenas tristique est et tempus semper est quam pharetra magna ac consequat metus,2.8,497,free,14.05
908,ultrices posuere cubilia curae duis faucibus accumsan odio curabitur convallis duis consequat dui,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.",299.83,5.76,clothing,integer pede justo lacinia eget tincidunt eget tempus vel pede morbi porttitor lorem id ligula,608,Fuscia,extra large,6.6,erat curabitur gravida nisi at nibh in hac habitasse platea dictumst aliquam augue,2017-08-28,3.2,772,nibh quisque id justo sit amet sapien dignissim vestibulum vestibulum ante ipsum primis in faucibus orci luctus et ultrices,1.2,420,free,40.61
909,condimentum neque sapien placerat ante nulla justo aliquam quis turpis eget elit,"Integer non velit. Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi.",475.45,29.7,toys,nam dui proin leo odio porttitor id consequat in consequat ut nulla sed accumsan felis ut at,201,Turquoise,small,5.1,nullam sit amet turpis elementum ligula vehicula consequat morbi a ipsum integer a nibh,2014-12-28,3.9,774,etiam justo etiam pretium iaculis justo in hac habitasse platea dictumst etiam faucibus cursus urna ut tellus nulla ut,1.3,635,standard,36.24
910,in felis donec semper sapien a libero nam dui proin leo odio porttitor id consequat in consequat ut nulla,"Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus. Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst. Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem.",369.21,30.38,home decor,quis orci eget orci vehicula condimentum curabitur in libero ut massa volutpat,29,Khaki,extra large,7.3,maecenas rhoncus aliquam lacus morbi quis tortor id nulla ultrices aliquet maecenas leo odio condimentum id luctus nec,2014-05-15,2.4,477,ultrices mattis odio donec vitae nisi nam ultrices libero non,3.4,758,free,8.87
911,volutpat quam pede lobortis ligula sit amet eleifend pede libero quis orci nullam molestie nibh in lectus pellentesque at nulla,"Quisque ut erat. Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem. Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat. Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.",412.13,29.04,home decor,at dolor quis odio consequat varius integer ac leo pellentesque ultrices mattis odio donec vitae nisi nam ultrices libero,416,Indigo,medium,0.2,porta volutpat quam pede lobortis ligula sit amet eleifend pede libero quis orci nullam molestie,2015-02-11,2.3,605,nec condimentum neque sapien placerat ante nulla justo aliquam quis turpis eget elit,2.6,831,express,18.13
912,turpis adipiscing lorem vitae mattis nibh ligula nec sem duis aliquam convallis nunc proin at turpis a pede posuere nonummy,Aliquam erat volutpat. In congue. Etiam justo.,130.43,31.38,home decor,nisi volutpat eleifend donec ut dolor morbi vel lectus in,298,Violet,small,5.1,id lobortis convallis tortor risus dapibus augue vel accumsan tellus nisi eu orci mauris lacinia sapien quis libero nullam sit,2016-10-20,2.1,989,felis sed interdum venenatis turpis enim blandit mi in porttitor pede justo eu massa donec dapibus,3.7,397,standard,43.65
913,morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed nisl nunc rhoncus dui vel sem sed,"Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus. Phasellus in felis. Donec semper sapien a libero. Nam dui. Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius.",834.71,5.4,home decor,nisi venenatis tristique fusce congue diam id ornare imperdiet sapien urna,736,Khaki,medium,0.3,consectetuer eget rutrum at lorem integer tincidunt ante vel ipsum praesent blandit lacinia,2019-08-24,3.3,962,augue vestibulum rutrum rutrum neque aenean auctor gravida sem praesent id massa id nisl venenatis lacinia aenean sit amet,2.2,646,express,9.5
914,nibh quisque id justo sit amet sapien dignissim vestibulum vestibulum ante ipsum primis in faucibus orci,"In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem. Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit. Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi.",914.16,36.24,clothing,lorem ipsum dolor sit amet consectetuer adipiscing elit proin risus praesent lectus vestibulum quam,485,Violet,large,7.3,ac nulla sed vel enim sit amet nunc viverra dapibus,2014-01-18,3.1,450,suspendisse potenti cras in purus eu magna vulputate luctus cum sociis natoque penatibus et,2.2,309,free,22.99
915,eleifend luctus ultricies eu nibh quisque id justo sit amet sapien dignissim vestibulum vestibulum ante,"Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi. Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus. Curabitur at ipsum ac tellus semper interdum.",575.61,22.32,clothing,ultrices posuere cubilia curae nulla dapibus dolor vel est donec odio justo sollicitudin,226,Violet,extra large,5.9,pulvinar nulla pede ullamcorper augue a suscipit nulla elit ac nulla sed vel enim sit amet,2017-10-10,3.2,827,orci luctus et ultrices posuere cubilia curae duis faucibus accumsan odio curabitur,4.0,644,standard,39.52
916,habitasse platea dictumst etiam faucibus cursus urna ut tellus nulla,Proin eu mi. Nulla ac enim.,791.3,10.99,beauty,non sodales sed tincidunt eu felis fusce posuere felis sed lacus morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed,604,Khaki,extra large,9.6,cursus urna ut tellus nulla ut erat id mauris vulputate elementum nullam,2016-07-19,2.4,879,id ligula suspendisse ornare consequat lectus in est risus auctor sed tristique in,1.8,453,express,39.74
917,feugiat non pretium quis lectus suspendisse potenti in eleifend quam,"Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede. Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem. Fusce consequat. Nulla nisl. Nunc nisl. Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus.",965.7,38.0,clothing,curabitur at ipsum ac tellus semper interdum mauris ullamcorper purus,176,Orange,small,6.3,curabitur in libero ut massa volutpat convallis morbi odio odio elementum eu interdum eu,2015-02-22,1.7,529,quam sapien varius ut blandit non interdum in ante vestibulum,4.3,635,standard,22.06
918,sapien cum sociis natoque penatibus et magnis dis parturient montes,Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris. Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet.,166.63,42.0,beauty,proin leo odio porttitor id consequat in consequat ut nulla sed accumsan felis ut at dolor quis odio consequat varius,958,Goldenrod,medium,4.5,commodo placerat praesent blandit nam nulla integer pede justo lacinia eget tincidunt eget tempus vel pede morbi porttitor,2018-04-22,1.6,318,neque duis bibendum morbi non quam nec dui luctus rutrum nulla tellus in,3.3,779,express,11.04
919,porttitor id consequat in consequat ut nulla sed accumsan felis ut at dolor quis odio consequat varius integer ac leo,"Nulla tellus. In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus. Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst. Maecenas ut massa quis augue luctus tincidunt.",863.22,45.63,electronics,in est risus auctor sed tristique in tempus sit amet sem,965,Fuscia,extra large,7.7,justo eu massa donec dapibus duis at velit eu est congue elementum in hac habitasse platea dictumst,2012-06-24,1.0,517,nibh in lectus pellentesque at nulla suspendisse potenti cras in purus,4.4,44,free,17.41
920,aliquet maecenas leo odio condimentum id luctus nec molestie sed justo pellentesque viverra pede ac,"Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem. Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio. Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim.",638.03,27.53,electronics,quis turpis eget elit sodales scelerisque mauris sit amet eros suspendisse accumsan,239,Fuscia,medium,6.8,sed accumsan felis ut at dolor quis odio consequat varius integer ac leo pellentesque ultrices mattis odio donec vitae,2013-08-03,1.7,380,convallis morbi odio odio elementum eu interdum eu tincidunt in leo maecenas pulvinar lobortis est phasellus sit amet erat,3.0,892,free,7.51
921,orci luctus et ultrices posuere cubilia curae donec pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi sit,"Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius.",898.45,37.91,clothing,ac neque duis bibendum morbi non quam nec dui luctus rutrum nulla tellus in,89,Fuscia,small,4.4,eget tempus vel pede morbi porttitor lorem id ligula suspendisse,2017-06-29,1.7,804,mauris enim leo rhoncus sed vestibulum sit amet cursus id turpis integer aliquet massa id lobortis convallis,2.5,957,free,45.66
922,eu sapien cursus vestibulum proin eu mi nulla ac enim in tempor turpis nec,"Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.",115.19,40.87,electronics,euismod scelerisque quam turpis adipiscing lorem vitae mattis nibh ligula nec sem duis aliquam convallis nunc proin at,789,Violet,small,1.4,ante vel ipsum praesent blandit lacinia erat vestibulum sed magna at nunc commodo placerat praesent blandit nam,2018-03-29,3.1,764,tellus in sagittis dui vel nisl duis ac nibh fusce lacus purus aliquet,2.2,578,express,8.46
923,nunc vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae mauris viverra diam,"Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis. Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem. Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.",752.62,8.29,beauty,neque duis bibendum morbi non quam nec dui luctus rutrum,727,Red,extra large,0.3,sodales scelerisque mauris sit amet eros suspendisse accumsan tortor quis turpis sed,2018-03-11,2.6,932,arcu adipiscing molestie hendrerit at vulputate vitae nisl aenean lectus pellentesque eget nunc,2.0,178,standard,40.43
924,vestibulum velit id pretium iaculis diam erat fermentum justo nec condimentum neque sapien,"Nulla mollis molestie lorem. Quisque ut erat. Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem. Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat. Praesent blandit. Nam nulla.",523.76,12.02,electronics,suspendisse potenti in eleifend quam a odio in hac habitasse platea dictumst maecenas ut massa quis augue,769,Yellow,small,0.6,pulvinar nulla pede ullamcorper augue a suscipit nulla elit ac nulla sed,2014-04-04,2.8,964,libero non mattis pulvinar nulla pede ullamcorper augue a suscipit nulla elit ac nulla,3.6,366,standard,32.63
925,pretium iaculis diam erat fermentum justo nec condimentum neque sapien placerat ante nulla justo,"Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus. Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst. Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat.",22.14,8.22,beauty,nec molestie sed justo pellentesque viverra pede ac diam cras pellentesque volutpat dui maecenas tristique est et tempus semper est,213,Fuscia,small,8.9,lectus suspendisse potenti in eleifend quam a odio in hac habitasse platea dictumst maecenas ut,2021-04-11,2.9,251,ipsum integer a nibh in quis justo maecenas rhoncus aliquam lacus morbi quis tortor id nulla ultrices aliquet,1.5,256,free,1.9
